,Order Date,Sales,Category,Sub-Category
7564,2016-01-30,435.168,Furniture,Chairs
7565,2016-01-30,48.58,Furniture,Bookcases
8924,2016-01-30,1439.968,Technology,Phones
8925,2016-01-30,1.728,Office Supplies,Binders
7290,2016-01-30,50.784,Office Supplies,Binders
8175,2016-01-30,156.512,Office Supplies,Paper
2884,2016-01-30,17.456,Office Supplies,Binders
7289,2016-01-30,305.01,Office Supplies,Storage
7291,2016-01-30,26.01,Office Supplies,Labels
8926,2016-01-30,626.1,Furniture,Tables
4999,2016-01-31,56.7,Office Supplies,Paper
7504,2016-01-31,23.36,Office Supplies,Envelopes
8760,2016-01-31,1270.99,Office Supplies,Binders
4998,2016-01-31,109.592,Technology,Phones
8761,2016-01-31,125.36,Office Supplies,Envelopes
5113,2016-01-31,15.552,Office Supplies,Paper
4919,2016-02-01,231.98,Technology,Phones
4918,2016-02-01,173.94,Furniture,Bookcases
8488,2016-02-02,8749.95,Technology,Machines
8489,2016-02-02,36.4,Office Supplies,Binders
8512,2016-02-02,73.784,Furniture,Furnishings
5613,2016-02-02,117.96,Office Supplies,Storage
8490,2016-02-02,18.69,Furniture,Furnishings
8562,2016-02-04,1454.9,Furniture,Chairs
9851,2016-02-05,90.48,Office Supplies,Binders
9850,2016-02-05,12.56,Furniture,Furnishings
9852,2016-02-05,13.08,Office Supplies,Paper
5315,2016-02-05,187.056,Furniture,Chairs
9853,2016-02-05,214.7,Furniture,Furnishings
3236,2016-02-05,44.94,Office Supplies,Storage
7848,2016-02-05,18.936,Office Supplies,Storage
8504,2016-02-05,366.744,Furniture,Chairs
3237,2016-02-05,45.576,Office Supplies,Binders
1277,2016-02-05,86.352,Office Supplies,Art
7849,2016-02-05,12.672,Office Supplies,Storage
7850,2016-02-05,5.04,Office Supplies,Labels
2850,2016-02-06,64.784,Office Supplies,Storage
7210,2016-02-06,30.18,Office Supplies,Paper
7211,2016-02-06,51.648,Office Supplies,Binders
7212,2016-02-06,11.232,Office Supplies,Binders
1158,2016-02-07,195.184,Furniture,Chairs
8777,2016-02-07,41.472,Office Supplies,Paper
8336,2016-02-07,7.7,Office Supplies,Art
8776,2016-02-07,528.43,Furniture,Chairs
5245,2016-02-08,333.576,Technology,Phones
5244,2016-02-08,136.464,Furniture,Tables
5246,2016-02-08,12.544,Office Supplies,Binders
6936,2016-02-09,84.272,Furniture,Furnishings
7081,2016-02-09,1012.68,Technology,Accessories
9232,2016-02-09,94.68,Furniture,Furnishings
1408,2016-02-09,39.98,Furniture,Furnishings
3415,2016-02-09,1.81,Office Supplies,Fasteners
7082,2016-02-09,17.22,Office Supplies,Binders
9235,2016-02-09,18.69,Office Supplies,Art
9233,2016-02-09,23.67,Office Supplies,Storage
3416,2016-02-09,8.26,Office Supplies,Binders
8679,2016-02-09,159.56,Technology,Accessories
9236,2016-02-09,568.728,Furniture,Tables
9237,2016-02-09,7.312,Office Supplies,Binders
9234,2016-02-09,1091.168,Technology,Phones
9068,2016-02-09,215.976,Furniture,Chairs
8178,2016-02-09,999.98,Technology,Copiers
6764,2016-02-09,1362.9,Technology,Machines
6763,2016-02-09,35.168,Office Supplies,Storage
6762,2016-02-09,29.24,Office Supplies,Labels
5428,2016-02-09,46.53,Office Supplies,Storage
1407,2016-02-09,75.48,Office Supplies,Art
7077,2016-02-09,22.911,Office Supplies,Binders
7078,2016-02-09,309.456,Office Supplies,Appliances
7079,2016-02-09,19.456,Office Supplies,Art
7080,2016-02-09,472.518,Furniture,Tables
9069,2016-02-09,65.94,Office Supplies,Envelopes
8678,2016-02-09,8.608,Office Supplies,Binders
6828,2016-02-10,34.37,Office Supplies,Binders
2992,2016-02-10,61.44,Office Supplies,Appliances
6826,2016-02-10,17499.95,Technology,Copiers
6825,2016-02-10,32.48,Office Supplies,Storage
6829,2016-02-10,33.96,Office Supplies,Art
4512,2016-02-10,54.792,Office Supplies,Binders
6827,2016-02-10,735.98,Office Supplies,Binders
6695,2016-02-12,415.176,Office Supplies,Binders
5910,2016-02-12,104.184,Office Supplies,Binders
1480,2016-02-12,40.46,Office Supplies,Paper
5909,2016-02-12,14.52,Furniture,Furnishings
1481,2016-02-12,33.87,Office Supplies,Storage
5907,2016-02-12,24.704,Office Supplies,Binders
8495,2016-02-12,165.6,Technology,Accessories
6697,2016-02-12,54.96,Office Supplies,Paper
6467,2016-02-12,2079.4,Office Supplies,Storage
9484,2016-02-12,781.864,Furniture,Bookcases
6468,2016-02-12,629.95,Technology,Phones
1479,2016-02-12,25.92,Office Supplies,Paper
9250,2016-02-12,115.84,Office Supplies,Binders
6696,2016-02-12,35.232,Office Supplies,Binders
6469,2016-02-12,72.42,Furniture,Furnishings
9485,2016-02-12,30.816,Office Supplies,Paper
5908,2016-02-12,59.7,Office Supplies,Appliances
720,2016-02-13,146.82,Office Supplies,Paper
7812,2016-02-14,550.431,Furniture,Tables
8171,2016-02-14,264.18,Office Supplies,Art
7810,2016-02-14,4.77,Office Supplies,Paper
7813,2016-02-14,10.56,Furniture,Furnishings
7811,2016-02-14,7.98,Office Supplies,Art
1243,2016-02-15,8.72,Office Supplies,Fasteners
1242,2016-02-15,398.352,Office Supplies,Binders
9079,2016-02-16,5.8,Office Supplies,Binders
1823,2016-02-16,5.184,Office Supplies,Paper
9078,2016-02-16,318.08,Furniture,Furnishings
1822,2016-02-16,62.958,Furniture,Chairs
9721,2016-02-16,326.646,Furniture,Chairs
9722,2016-02-16,89.97,Technology,Accessories
1820,2016-02-16,92.064,Office Supplies,Appliances
8160,2016-02-16,227.96,Furniture,Chairs
1821,2016-02-16,6.976,Office Supplies,Fasteners
7537,2016-02-19,70.88,Office Supplies,Paper
4777,2016-02-19,25.71,Office Supplies,Supplies
4776,2016-02-19,8.67,Office Supplies,Labels
853,2016-02-19,44.46,Furniture,Furnishings
854,2016-02-19,242.94,Office Supplies,Storage
3455,2016-02-20,16.496,Office Supplies,Paper
9012,2016-02-21,135.8,Furniture,Furnishings
2989,2016-02-21,18.56,Office Supplies,Binders
2990,2016-02-21,449.15,Office Supplies,Storage
2991,2016-02-21,31.248,Office Supplies,Binders
8277,2016-02-21,34.86,Office Supplies,Binders
8278,2016-02-21,432.456,Office Supplies,Storage
5306,2016-02-21,296.37,Office Supplies,Storage
5307,2016-02-21,39.98,Technology,Phones
8276,2016-02-21,3.762,Office Supplies,Binders
2988,2016-02-21,12.99,Technology,Accessories
5305,2016-02-21,68.95,Furniture,Furnishings
5404,2016-02-22,445.96,Technology,Phones
5405,2016-02-22,36.24,Technology,Accessories
5406,2016-02-22,10.65,Office Supplies,Fasteners
2344,2016-02-22,490.32,Office Supplies,Appliances
6236,2016-02-23,57.576,Office Supplies,Envelopes
2741,2016-02-25,46.72,Office Supplies,Envelopes
4554,2016-02-27,56.82,Office Supplies,Binders
1578,2016-02-27,170.88,Office Supplies,Appliances
7847,2016-02-27,16.192,Furniture,Furnishings
9062,2016-02-28,36.48,Office Supplies,Fasteners
3757,2016-02-29,111.104,Office Supplies,Art
9493,2016-03-01,1592.85,Furniture,Tables
9494,2016-03-01,11.88,Office Supplies,Binders
8605,2016-03-01,180.96,Technology,Phones
3073,2016-03-01,114.46,Office Supplies,Storage
8603,2016-03-01,30.08,Technology,Accessories
8604,2016-03-01,165.6,Technology,Accessories
5753,2016-03-02,866.4,Furniture,Chairs
5201,2016-03-03,41.72,Technology,Accessories
4748,2016-03-03,35.28,Furniture,Furnishings
3092,2016-03-03,166.44,Office Supplies,Paper
3091,2016-03-03,479.95,Technology,Phones
3090,2016-03-03,447.86,Office Supplies,Binders
3886,2016-03-03,134.85,Technology,Phones
4004,2016-03-03,36.6,Office Supplies,Envelopes
3755,2016-03-03,42.784,Office Supplies,Paper
3756,2016-03-03,563.43,Furniture,Chairs
5199,2016-03-03,2.304,Office Supplies,Fasteners
5198,2016-03-03,3930.072,Office Supplies,Supplies
4003,2016-03-03,287.91,Technology,Machines
4002,2016-03-03,637.896,Furniture,Tables
5200,2016-03-03,431.976,Technology,Phones
4747,2016-03-03,25.35,Office Supplies,Supplies
5897,2016-03-04,71.12,Furniture,Furnishings
5058,2016-03-04,99.846,Office Supplies,Binders
5898,2016-03-04,259.96,Technology,Phones
8571,2016-03-04,10.272,Office Supplies,Paper
9560,2016-03-05,51.968,Furniture,Furnishings
9558,2016-03-05,132.52,Technology,Accessories
9559,2016-03-05,195.64,Office Supplies,Storage
9561,2016-03-05,431.976,Technology,Accessories
4435,2016-03-05,2.182,Office Supplies,Binders
9563,2016-03-05,6.0,Office Supplies,Labels
4436,2016-03-05,27.384,Office Supplies,Art
4437,2016-03-05,26.406,Office Supplies,Appliances
9562,2016-03-05,224.937,Technology,Machines
9937,2016-03-06,71.088,Furniture,Tables
9772,2016-03-07,123.92,Office Supplies,Paper
8048,2016-03-07,706.86,Office Supplies,Appliances
3565,2016-03-07,3.96,Office Supplies,Fasteners
3564,2016-03-07,12.96,Office Supplies,Paper
6158,2016-03-08,167.28,Technology,Accessories
6157,2016-03-08,81.54,Office Supplies,Envelopes
2282,2016-03-09,48.16,Office Supplies,Paper
2159,2016-03-09,8.808,Office Supplies,Binders
8659,2016-03-09,30.96,Office Supplies,Paper
5353,2016-03-09,87.28,Office Supplies,Binders
2771,2016-03-09,54.5,Office Supplies,Storage
6781,2016-03-09,58.48,Office Supplies,Labels
870,2016-03-09,280.782,Technology,Phones
6778,2016-03-09,344.94,Furniture,Bookcases
6779,2016-03-09,14.76,Furniture,Furnishings
1381,2016-03-09,83.952,Furniture,Furnishings
6780,2016-03-09,12.76,Office Supplies,Binders
869,2016-03-09,1141.47,Office Supplies,Binders
7562,2016-03-09,198.744,Furniture,Bookcases
980,2016-03-10,599.292,Furniture,Chairs
7874,2016-03-10,97.82,Office Supplies,Paper
6369,2016-03-10,38.08,Furniture,Furnishings
7871,2016-03-10,6.16,Office Supplies,Labels
7872,2016-03-10,915.136,Furniture,Chairs
7873,2016-03-10,8.56,Office Supplies,Paper
896,2016-03-10,15.648,Office Supplies,Envelopes
112,2016-03-11,27.24,Office Supplies,Binders
4430,2016-03-11,20.0,Office Supplies,Fasteners
4431,2016-03-11,7.98,Office Supplies,Art
4432,2016-03-11,24.1,Furniture,Furnishings
4434,2016-03-11,842.94,Furniture,Tables
2476,2016-03-11,1101.48,Office Supplies,Appliances
2475,2016-03-11,87.71,Office Supplies,Labels
2474,2016-03-11,82.95,Technology,Accessories
8942,2016-03-11,179.991,Technology,Machines
574,2016-03-11,8.82,Office Supplies,Art
2473,2016-03-11,217.584,Furniture,Chairs
111,2016-03-11,75.96,Office Supplies,Art
4433,2016-03-11,8.75,Office Supplies,Art
4480,2016-03-11,15.26,Office Supplies,Fasteners
4485,2016-03-11,19.44,Office Supplies,Paper
8967,2016-03-11,470.155,Furniture,Chairs
7045,2016-03-11,9.248,Office Supplies,Paper
4483,2016-03-11,116.28,Office Supplies,Paper
4484,2016-03-11,9.296,Office Supplies,Binders
4481,2016-03-11,43.32,Office Supplies,Appliances
8941,2016-03-11,4.158,Office Supplies,Binders
8966,2016-03-11,72.0,Technology,Accessories
4486,2016-03-11,314.55,Office Supplies,Paper
4482,2016-03-11,43.584,Office Supplies,Binders
5829,2016-03-12,581.96,Furniture,Tables
731,2016-03-12,6.3,Office Supplies,Labels
5425,2016-03-12,1649.95,Technology,Accessories
7911,2016-03-12,205.666,Furniture,Bookcases
7910,2016-03-12,48.72,Office Supplies,Storage
729,2016-03-12,33.63,Office Supplies,Storage
6159,2016-03-12,772.68,Office Supplies,Storage
7909,2016-03-12,21.92,Office Supplies,Art
730,2016-03-12,542.646,Furniture,Chairs
4198,2016-03-12,18.192,Office Supplies,Binders
5830,2016-03-12,29.98,Furniture,Chairs
727,2016-03-12,182.72,Office Supplies,Paper
728,2016-03-12,400.032,Furniture,Tables
4197,2016-03-12,394.816,Office Supplies,Appliances
5426,2016-03-12,111.9,Furniture,Furnishings
7908,2016-03-12,268.704,Furniture,Tables
7421,2016-03-13,126.08,Office Supplies,Storage
5884,2016-03-13,4912.59,Office Supplies,Supplies
152,2016-03-13,203.184,Technology,Phones
5883,2016-03-13,28.28,Furniture,Furnishings
2364,2016-03-13,160.32,Office Supplies,Appliances
2365,2016-03-13,46.0,Office Supplies,Binders
7414,2016-03-13,386.68,Furniture,Chairs
7422,2016-03-13,449.1,Technology,Machines
2347,2016-03-13,557.585,Furniture,Tables
9342,2016-03-13,51.184,Office Supplies,Binders
7419,2016-03-13,552.56,Office Supplies,Storage
2345,2016-03-13,70.08,Office Supplies,Paper
7415,2016-03-13,379.96,Technology,Accessories
2363,2016-03-13,127.88,Furniture,Furnishings
7416,2016-03-13,539.91,Technology,Phones
2346,2016-03-13,1.272,Office Supplies,Binders
151,2016-03-13,157.92,Office Supplies,Appliances
7418,2016-03-13,51.897,Office Supplies,Binders
7417,2016-03-13,41.24,Office Supplies,Paper
7420,2016-03-13,23.16,Office Supplies,Binders
3928,2016-03-14,241.332,Furniture,Bookcases
4258,2016-03-14,196.784,Furniture,Chairs
8933,2016-03-14,16.74,Furniture,Furnishings
3930,2016-03-14,145.544,Office Supplies,Art
3929,2016-03-14,5.184,Office Supplies,Paper
1692,2016-03-14,21.88,Furniture,Furnishings
6115,2016-03-14,41.904,Office Supplies,Binders
7648,2016-03-15,1352.032,Furniture,Chairs
9169,2016-03-15,45.68,Office Supplies,Paper
7647,2016-03-15,4.544,Office Supplies,Binders
1614,2016-03-15,83.976,Technology,Accessories
9920,2016-03-15,22.386,Office Supplies,Binders
9919,2016-03-15,528.43,Furniture,Chairs
9168,2016-03-15,319.76,Office Supplies,Paper
4401,2016-03-17,971.5,Furniture,Furnishings
4399,2016-03-17,199.9,Office Supplies,Envelopes
3736,2016-03-17,129.98,Technology,Phones
4400,2016-03-17,901.95,Office Supplies,Appliances
3737,2016-03-17,32.54,Office Supplies,Binders
8381,2016-03-17,84.784,Technology,Phones
2393,2016-03-17,39.68,Office Supplies,Art
6473,2016-03-18,871.8,Office Supplies,Appliances
494,2016-03-18,189.882,Furniture,Tables
9176,2016-03-19,31.086,Office Supplies,Binders
2853,2016-03-19,20.32,Furniture,Furnishings
2852,2016-03-19,14.98,Furniture,Furnishings
2225,2016-03-19,72.294,Furniture,Bookcases
3311,2016-03-20,86.45,Furniture,Furnishings
590,2016-03-20,16.821,Office Supplies,Binders
1040,2016-03-20,697.16,Furniture,Tables
591,2016-03-20,10.368,Office Supplies,Paper
589,2016-03-20,20.736,Office Supplies,Paper
588,2016-03-20,84.784,Technology,Phones
748,2016-03-20,11.992,Technology,Phones
3173,2016-03-21,13.392,Office Supplies,Art
3171,2016-03-21,3.168,Office Supplies,Binders
3172,2016-03-21,528.43,Furniture,Chairs
3766,2016-03-21,1.344,Office Supplies,Art
3765,2016-03-21,99.372,Furniture,Tables
1671,2016-03-22,58.58,Technology,Accessories
7694,2016-03-22,167.888,Furniture,Chairs
3029,2016-03-24,403.168,Technology,Phones
4228,2016-03-24,22.48,Office Supplies,Paper
9130,2016-03-24,18.656,Office Supplies,Art
9129,2016-03-24,301.47,Furniture,Bookcases
7930,2016-03-25,59.52,Office Supplies,Art
3370,2016-03-25,1287.45,Technology,Accessories
3158,2016-03-26,67.64,Office Supplies,Storage
9018,2016-03-26,17.04,Office Supplies,Binders
9017,2016-03-26,17.64,Office Supplies,Paper
3159,2016-03-26,119.976,Technology,Accessories
663,2016-03-26,459.95,Office Supplies,Storage
8546,2016-03-27,32.54,Office Supplies,Binders
8545,2016-03-27,39.92,Furniture,Furnishings
8544,2016-03-27,20.24,Furniture,Furnishings
1351,2016-03-28,31.4,Office Supplies,Storage
7157,2016-03-28,87.92,Office Supplies,Storage
7158,2016-03-28,5.98,Office Supplies,Paper
3552,2016-03-29,812.736,Technology,Phones
3550,2016-03-29,45.528,Office Supplies,Paper
3551,2016-03-29,844.116,Furniture,Chairs
6381,2016-03-29,299.975,Furniture,Bookcases
3973,2016-03-29,29.8,Office Supplies,Binders
3975,2016-03-29,41.328,Office Supplies,Binders
3974,2016-03-29,414.0,Furniture,Furnishings
3972,2016-03-29,13.48,Office Supplies,Paper
6382,2016-03-29,158.376,Technology,Phones
1327,2016-03-30,11.34,Office Supplies,Paper
5421,2016-03-31,31.984,Technology,Accessories
6127,2016-03-31,327.996,Furniture,Chairs
5420,2016-03-31,280.782,Technology,Phones
2897,2016-04-01,959.968,Technology,Copiers
5867,2016-04-01,4.672,Office Supplies,Art
5868,2016-04-01,104.58,Office Supplies,Binders
9520,2016-04-02,93.02,Office Supplies,Storage
6042,2016-04-02,14.368,Furniture,Furnishings
9067,2016-04-02,90.48,Technology,Phones
3264,2016-04-03,10.08,Office Supplies,Labels
4214,2016-04-03,128.4,Office Supplies,Binders
2606,2016-04-03,16.99,Office Supplies,Art
9749,2016-04-03,159.98,Technology,Accessories
5439,2016-04-04,588.784,Office Supplies,Binders
4243,2016-04-04,27.81,Office Supplies,Paper
4242,2016-04-04,149.97,Technology,Phones
8228,2016-04-04,31.02,Office Supplies,Storage
8227,2016-04-04,82.64,Furniture,Furnishings
8229,2016-04-04,89.97,Technology,Accessories
241,2016-04-06,177.225,Furniture,Tables
237,2016-04-06,25.92,Office Supplies,Paper
2601,2016-04-06,14.94,Office Supplies,Paper
239,2016-04-06,11.688,Furniture,Furnishings
2604,2016-04-06,61.12,Furniture,Furnishings
69,2016-04-06,75.88,Office Supplies,Paper
243,2016-04-06,7.408,Office Supplies,Art
2602,2016-04-06,1349.85,Technology,Machines
240,2016-04-06,31.984,Technology,Phones
242,2016-04-06,4.044,Furniture,Furnishings
238,2016-04-06,419.68,Furniture,Furnishings
2603,2016-04-06,136.784,Furniture,Bookcases
5935,2016-04-07,25.4,Furniture,Furnishings
4451,2016-04-07,25.4,Furniture,Furnishings
5936,2016-04-07,177.48,Technology,Phones
4452,2016-04-07,43.96,Office Supplies,Envelopes
5937,2016-04-07,71.976,Technology,Phones
4453,2016-04-07,1279.165,Furniture,Bookcases
4454,2016-04-07,27.92,Office Supplies,Storage
2687,2016-04-08,3.98,Office Supplies,Binders
1765,2016-04-08,109.8,Furniture,Furnishings
1763,2016-04-08,35.06,Office Supplies,Supplies
1766,2016-04-08,9.82,Office Supplies,Labels
4086,2016-04-08,20.952,Office Supplies,Binders
1764,2016-04-08,4.13,Office Supplies,Labels
4085,2016-04-08,302.384,Technology,Phones
4087,2016-04-08,11.784,Office Supplies,Binders
5332,2016-04-09,22.72,Office Supplies,Supplies
6039,2016-04-09,5.28,Office Supplies,Art
9929,2016-04-09,2799.96,Technology,Copiers
3787,2016-04-09,3.912,Office Supplies,Art
8736,2016-04-09,535.41,Office Supplies,Storage
3788,2016-04-09,62.376,Office Supplies,Art
6038,2016-04-09,129.92,Office Supplies,Storage
6037,2016-04-09,113.94,Office Supplies,Binders
9601,2016-04-09,239.5,Office Supplies,Paper
6036,2016-04-09,42.6,Furniture,Furnishings
5331,2016-04-09,60.6,Office Supplies,Binders
9928,2016-04-09,24.27,Furniture,Furnishings
9073,2016-04-09,279.95,Technology,Accessories
5808,2016-04-09,31.744,Office Supplies,Art
9072,2016-04-09,16.56,Office Supplies,Envelopes
5806,2016-04-09,12.192,Office Supplies,Paper
5807,2016-04-09,87.168,Office Supplies,Appliances
5330,2016-04-09,63.94,Furniture,Furnishings
7667,2016-04-10,119.1,Office Supplies,Storage
7665,2016-04-10,30.4,Office Supplies,Binders
7666,2016-04-10,5399.91,Technology,Copiers
4303,2016-04-10,59.752,Office Supplies,Envelopes
8921,2016-04-10,52.68,Technology,Phones
8922,2016-04-10,11.568,Furniture,Furnishings
8156,2016-04-10,239.372,Furniture,Tables
664,2016-04-11,10.74,Office Supplies,Fasteners
8868,2016-04-11,686.4,Technology,Machines
2945,2016-04-11,38.29,Furniture,Furnishings
6134,2016-04-11,192.8,Office Supplies,Art
6309,2016-04-11,629.184,Office Supplies,Labels
7782,2016-04-11,45.248,Office Supplies,Storage
7783,2016-04-11,876.3,Furniture,Tables
6308,2016-04-11,650.352,Furniture,Chairs
6307,2016-04-11,47.952,Office Supplies,Paper
6306,2016-04-11,104.784,Furniture,Chairs
702,2016-04-11,209.88,Furniture,Furnishings
6773,2016-04-11,4.176,Office Supplies,Binders
6774,2016-04-11,38.88,Office Supplies,Paper
6305,2016-04-11,17.584,Office Supplies,Supplies
6728,2016-04-11,50.496,Furniture,Furnishings
6310,2016-04-11,15.176,Office Supplies,Paper
7784,2016-04-11,185.376,Office Supplies,Supplies
9321,2016-04-11,11.376,Furniture,Furnishings
9322,2016-04-11,66.112,Furniture,Furnishings
6772,2016-04-11,7.712,Office Supplies,Binders
1222,2016-04-12,113.79,Furniture,Furnishings
1223,2016-04-12,78.15,Technology,Accessories
1225,2016-04-12,40.56,Office Supplies,Paper
1227,2016-04-12,193.86,Office Supplies,Storage
1533,2016-04-12,212.88,Office Supplies,Storage
5776,2016-04-12,15.528,Office Supplies,Binders
5777,2016-04-12,104.85,Office Supplies,Paper
1224,2016-04-12,1.728,Office Supplies,Binders
1226,2016-04-12,182.94,Office Supplies,Storage
7774,2016-04-13,6.12,Office Supplies,Envelopes
2722,2016-04-14,81.2,Office Supplies,Storage
1980,2016-04-14,42.976,Office Supplies,Storage
417,2016-04-14,383.8,Furniture,Chairs
1979,2016-04-14,933.536,Furniture,Chairs
5889,2016-04-14,25.06,Office Supplies,Binders
551,2016-04-15,1121.568,Furniture,Chairs
431,2016-04-15,291.96,Technology,Accessories
2252,2016-04-15,143.7,Office Supplies,Paper
430,2016-04-15,408.744,Technology,Accessories
1590,2016-04-15,33.488,Office Supplies,Art
1591,2016-04-15,8.04,Office Supplies,Fasteners
429,2016-04-15,189.588,Office Supplies,Binders
432,2016-04-15,4.768,Office Supplies,Storage
6918,2016-04-16,28.8,Office Supplies,Supplies
4278,2016-04-16,9.96,Furniture,Furnishings
7129,2016-04-16,35.168,Technology,Accessories
4279,2016-04-16,25.3,Office Supplies,Binders
4277,2016-04-16,9099.93,Technology,Machines
7130,2016-04-16,123.088,Office Supplies,Paper
4159,2016-04-16,12.84,Office Supplies,Art
3988,2016-04-17,79.12,Furniture,Furnishings
2644,2016-04-17,18.624,Furniture,Furnishings
3789,2016-04-17,29.05,Office Supplies,Fasteners
3985,2016-04-17,257.499,Furniture,Bookcases
2643,2016-04-17,36.792,Technology,Phones
9677,2016-04-18,6.99,Office Supplies,Art
2422,2016-04-18,9.664,Office Supplies,Paper
7780,2016-04-18,29.56,Technology,Phones
2421,2016-04-18,230.376,Office Supplies,Storage
9678,2016-04-18,6.84,Office Supplies,Supplies
8452,2016-04-18,344.372,Furniture,Chairs
8454,2016-04-18,127.88,Furniture,Furnishings
8453,2016-04-18,1554.936,Office Supplies,Storage
7779,2016-04-18,203.92,Office Supplies,Appliances
7110,2016-04-19,7.76,Office Supplies,Supplies
1607,2016-04-19,5.84,Office Supplies,Binders
1402,2016-04-19,205.176,Furniture,Tables
1609,2016-04-19,9.336,Office Supplies,Binders
7107,2016-04-19,25.98,Technology,Phones
7111,2016-04-19,71.96,Office Supplies,Art
1608,2016-04-19,22.72,Office Supplies,Paper
7112,2016-04-19,54.9,Office Supplies,Supplies
7113,2016-04-19,9.28,Office Supplies,Binders
7109,2016-04-19,459.88,Office Supplies,Storage
1606,2016-04-19,73.2,Office Supplies,Art
1605,2016-04-19,5.46,Office Supplies,Art
1604,2016-04-19,39.96,Technology,Phones
7108,2016-04-19,3.28,Office Supplies,Art
1403,2016-04-19,419.4,Office Supplies,Paper
7985,2016-04-21,8.32,Office Supplies,Binders
9206,2016-04-21,51.84,Office Supplies,Paper
1272,2016-04-21,44.848,Office Supplies,Binders
9205,2016-04-21,15.48,Office Supplies,Art
1270,2016-04-21,102.336,Office Supplies,Storage
1271,2016-04-21,48.792,Office Supplies,Appliances
1036,2016-04-22,86.62,Furniture,Furnishings
1885,2016-04-22,31.56,Furniture,Furnishings
1576,2016-04-22,23.952,Office Supplies,Storage
9503,2016-04-22,2.88,Office Supplies,Art
9502,2016-04-22,32.13,Office Supplies,Art
463,2016-04-22,1272.63,Furniture,Tables
465,2016-04-22,185.376,Office Supplies,Supplies
466,2016-04-22,78.272,Office Supplies,Appliances
464,2016-04-22,28.485,Office Supplies,Binders
462,2016-04-22,23.56,Furniture,Furnishings
2829,2016-04-23,55.92,Office Supplies,Storage
2830,2016-04-23,78.304,Office Supplies,Paper
358,2016-04-23,36.24,Office Supplies,Paper
323,2016-04-23,251.52,Office Supplies,Binders
324,2016-04-23,99.99,Technology,Accessories
9668,2016-04-23,71.97,Office Supplies,Envelopes
9667,2016-04-23,18.088,Office Supplies,Binders
2828,2016-04-23,108.336,Office Supplies,Paper
1179,2016-04-24,258.696,Technology,Accessories
3234,2016-04-24,3.984,Office Supplies,Binders
4987,2016-04-24,1325.76,Furniture,Chairs
4986,2016-04-24,15.552,Office Supplies,Paper
4988,2016-04-24,3.108,Office Supplies,Binders
331,2016-04-25,82.8,Technology,Phones
333,2016-04-25,4.896,Office Supplies,Binders
332,2016-04-25,20.724,Office Supplies,Binders
4647,2016-04-26,434.646,Furniture,Chairs
2613,2016-04-28,41.568,Furniture,Chairs
611,2016-04-28,15.712,Office Supplies,Labels
1071,2016-04-28,29.472,Office Supplies,Paper
610,2016-04-28,369.576,Technology,Phones
7912,2016-04-28,30.344,Furniture,Furnishings
2541,2016-04-30,111.888,Furniture,Furnishings
2154,2016-04-30,22.608,Furniture,Furnishings
1715,2016-04-30,7.712,Office Supplies,Binders
862,2016-05-01,191.472,Technology,Accessories
863,2016-05-01,5.248,Office Supplies,Art
864,2016-05-01,59.184,Technology,Phones
8144,2016-05-02,159.968,Technology,Phones
1387,2016-05-02,167.96,Office Supplies,Envelopes
1388,2016-05-02,104.85,Technology,Phones
1392,2016-05-02,342.37,Office Supplies,Paper
1391,2016-05-02,154.44,Office Supplies,Storage
8142,2016-05-02,186.54,Office Supplies,Storage
1385,2016-05-02,18.84,Furniture,Furnishings
8143,2016-05-02,557.728,Furniture,Tables
1384,2016-05-02,9.45,Office Supplies,Fasteners
1383,2016-05-02,348.84,Office Supplies,Paper
8141,2016-05-02,14.73,Office Supplies,Labels
1386,2016-05-02,239.98,Furniture,Bookcases
1382,2016-05-02,80.98,Office Supplies,Storage
1390,2016-05-02,122.97,Office Supplies,Paper
1389,2016-05-02,484.83,Technology,Phones
918,2016-05-03,149.352,Office Supplies,Envelopes
919,2016-05-03,12.992,Office Supplies,Storage
9316,2016-05-04,769.184,Office Supplies,Supplies
9315,2016-05-04,118.782,Technology,Phones
88,2016-05-04,158.368,Office Supplies,Storage
8751,2016-05-05,93.248,Office Supplies,Paper
3040,2016-05-05,16.72,Furniture,Furnishings
5695,2016-05-05,71.088,Furniture,Tables
7115,2016-05-05,5.728,Office Supplies,Binders
7114,2016-05-05,1685.88,Furniture,Tables
2588,2016-05-05,5.98,Office Supplies,Storage
2589,2016-05-05,246.168,Technology,Phones
2820,2016-05-05,298.776,Furniture,Tables
8752,2016-05-05,177.48,Technology,Phones
2285,2016-05-05,14.352,Office Supplies,Paper
1357,2016-05-05,79.14,Office Supplies,Paper
2819,2016-05-05,6.72,Office Supplies,Binders
9374,2016-05-06,61.38,Office Supplies,Supplies
3726,2016-05-06,360.38,Office Supplies,Storage
1134,2016-05-06,7.56,Office Supplies,Labels
3727,2016-05-06,11.16,Office Supplies,Art
1133,2016-05-06,124.608,Office Supplies,Storage
5523,2016-05-06,58.24,Office Supplies,Appliances
5522,2016-05-06,21.552,Office Supplies,Binders
3728,2016-05-06,14.94,Office Supplies,Labels
9489,2016-05-08,197.05,Office Supplies,Art
7523,2016-05-09,85.246,Furniture,Chairs
5383,2016-05-09,10.368,Office Supplies,Paper
6875,2016-05-09,25.06,Office Supplies,Labels
6876,2016-05-09,1652.94,Furniture,Tables
